,text,label
1147,"I quit eating beef over thirty years ago. I quit chicken five years ago, I had allergies my entire life, now, I have none. No stuffy nose or hives. I really think limited dairy has made a huge change. I do eat some, but it really made me sick when I did everyday. A very smart, organized person that enjoys cooking can design a diet without meat that is so heathy. When I saw how animals are raised for food, never seeing the sunshine or grass, shot up with antibiotic and chained to a metal pole (veal), or, dairy calves taken from their mother at birth, I as a mammal, could never accept such cruel behavior again.",1
1148,'Justifiable fear of terrorist attacks?' Certainly not justified by reality or statistics. Certainly not rational. Justified only by the fear itself. Since I arrived in the United States in 1975 I have been constantly surprised by the easy fears that seem to affect and are expressed in different ways by a large section of the population. It has always intrigued me because the American stereotype is the opposite.,0
1149,"We had the unfortunate experience of having a gambling casino set up shop in our small, but prosperous, resort town. The result was a disaster for the tourist industry. Local citizens were permitted to gamble. Many became hooked on gambling, only to see their lives destroyed. Home values tanked. Divorces went up, along with the occasional suicide. The last thing a local economy needs is one of these outfits. Definitely a very bad idea. They suck the money out of the local economy...to say nothing of the bad social elements they attract. Yikes!",0
1150,"I think we cloud the issue when we talk about learning another language. For people who will never spend more than a few weeks in a Spanish speaking or Francophone country, spending the time to learn to speak the language is of dubious worth. Learning to read and perhaps write the language is altogether another matter. If you can read Spanish, French, etc, you can read the untranslated material from each country. (Translations are always poor.) This would allow you to much better understand the world from their point of view. I no longer speak French very well, but can understand it and read it without too much difficulty. This is sufficient, and does not require a degree.",1
1151,"Yesterday in the UN there were speeches and debates about recognizing Palestine as a member country. This is an entity that has no attributes of a country: no demarcated territory, no army, no domination of its land, no constitution, no postal system, etc. Taiwan is a country. It has been for many years. We need to have Taiwan in the UN. And it was in the UN. Except it was booted out because of the bullying of Communist China. The only time this has ever happened was with Taiwan. Taiwan, not Palestine, needs to be recognized for what it is, a true, independent, democratic state. The US and the rest of the democratic world should immediately recognize Taiwan and honor all treaties with it.",1
1152,"This is an accurate analysis of the Iranian threat. I would only add that Iran is not in the game just for today or for tomorrow but has long- term goals and plans. This is of course the major weakness of the nuclear agreement recently signed with Iran, which guarantees Iran a free nuclear hand in a decade or so.",0
1153,"After the Bay of Pigs fiasco and the lies that accompanied it, President Kennedy's wish -- regrettably unfulfilled -- was to 'splinter the C.I.A. into a thousand pieces and scatter it to the winds.' In the nearly 54 years since then, there's precious little evidence that this was a bad idea.",1
1154,"The issue of climate change is much more important to people of my generation (millennials and younger Gen Xers) then other generations since we are going to be the ones to live with the consequences of rising sea levels, species extinction, and the other impacts of this disaster. Thus many of us are trying to live more sustainable lives, which often means turning our backs on suburbia, car culture and over-consumption. Choosing biking, car sharing companies like ZipCar, and living downtown means not only helping the climate and environment but spending less money on a car, which is one of the worst investments a young person can make because of depreciation and expensive car loans. In another part of today's Times, there's an article about predatory lending in the used car loan industry. I think taking part in the sharing economy and other alternative ways of consuming shows a lot of maturity and responsibility that older generations could learn from.",0
1155,The single largest source of capital for companies is the profits on the things they sell. The beatification of stock investors proves only that the very wealthy control the debate. The claim that the wealthy will go Galt with their money if capital gains taxes are raised let alone not lowered is simply stupid: where would they go? The wealthy have enough money that they can live were they want irrespective of the cost - they choose to live in America because we have a country that collects enough taxes to function reasonably well. If only taxes mattered the wealthy would live in Haiti or other tax paradises. The Cato institute lobbying group points at data showing capital outflows but deliberately neglects the nearly equivalent inflows from other countries. The Cato institute deliberately neglects the historical record showing a vibrant Amercan economy when capital gains taxes were more than twice their current level. The Cato institute pretends that companies in the US are somehow capital starved rather than sitting on piles of cash and buying up stock at great rate.,1
1156,"Income is income and should be taxed as the least harmful of all taxes. Eliminate property tax, but tax all income at the same graduated rates. Currently, there is no benefit in savings with interest rates at .3%. Investors should be encouraged to invest in capital projects or improvements, or donate to philanthropic groups by taxing idle income.",1
1157,"This is definitely a fluff 'issue', but very entertaining. My hypothesis is that people partner best with someone who's relatively compatible on the maintenance spectrum. As a low-maintenance type of gal, the sort who can get ready for an evening out in under 20 minutes (and that includes the shower), I would not be able to tolerate a guy who had 'manny-pedis' and facials. The very idea would make me cringe. Many years ago in my 20s I went on a few dates with a guy who had more hair grooming products than I did; it just didn't work out. I've been married 15 years now to a handsome guy who is clean but doesn't primp or spend time worrying about grey hair or wrinkles. The only scent he gives off is from his deodorant and soap, and that's fine by me.",1
1158,"As a former network and radio communications specialist for the U.S. Army and a small network administrator, I believe that I can say with confidence that I agree, eliminating librarians so that they can be replaced by technology is a gross diseconomy. First, the school board must be forgetting about the fixed costs of maintaining a library. Second, there is a complete neglect for the fact checking costs. Third, current technology costs are prohibitive; the school board's enthusiasm about the power of technology, though understandable, is misplaced. Then, there are the children themselves to be considered. What level of confidence will these children be able to have in the integrity of their resource material without a person to person interaction that will be able to uncover the specific focus and the nature of the child's, or the adolescent's, inquiry. That alone should be reason enough to reconsider.",0
1159,"'I -... - would not support the idea if I doubted our ability to put environmental safeguards in place.' Putting 'environmental safeguards' in place and preventing disasters are not the same thing. Standard, well intentioned engineering practice in oil production, refining, and transport includes safeguards like double and triple redundant fail safe systems. Still, engineered systems fail and all too recently we've had well-head blowouts (Deep Water Horizon), refinery explosions and fires, and oil transport disasters ranging from pipeline ruptures to tank train derailments to the Exxon Valdez. Imagine a perfect storm situation off Virginia Beach where a well head blowout coincided with a Hurricane Sandy. Crude oil from the Chesapeake to Iceland and a potentially mortal blow to already fragile shore communities and fisheries along the way. The only way to be 100% sure that the East Coast won't suffer catastrophic damage from oil production is to outlaw the outlandishly risky exploitation of hydrocarbons in our salty ocean waters.",0
1160,"Eran Lerman and his paranoia could be speaking about the Israel of today. The Israel that has funded and nurtured it own form of extremism, it's paranoia about dissent from within. Israel is well aware that Iran has no appetite for war nor the money to take on the world's 4th largest army. Mr. Lerman ponders about the true leadership in Iran while I ponder about the government funded Lehava, the extremists who desecrates churches, mosques and those Israelis who disagree with the new norm, the Kehanist mindset.",1
1161,"Local schools are financed almost exclusively without federal tax dollars. Therefore it does not make sense to offer a tax credit for home schooling from federal income taxes. If individual states or local governments want to offer tax credits or other incentives for home schooling, that would be appropriate, since it is mostly from state income or local property taxes that most schools are funded. In my opinion, though, they shouldn't. If you offer tax credits to home schooling parents, surely you will also want to offer tax credits to parents of private school students, and families with no school age children too, for that matter. By the time you are done, you don't have tax credits any more, you essentially have an additional tax paid only by families with children enrolled in public schools. Why not just get rid of public schools all together and only have private schooling?",0
1162,"I would point out that the ability to 'freely express his or her ideas' was won for the United States by people carrying, guess what, guns. The 'freely expressed ideas' of the same have also been, since the Revolution, protected by people with 'guns'. If one has a permit to carry a pistol or revolver, then, it is assumed, one has passed various 'tests and inspections' to be allowed to do the same. Of course, none of this will stop the 'illegal carrying' of firearms but I do not see an increase of 'gun violence' on campus as being a natural result of allowing law abiding citizens carrying firearms on campus.",1
1163,"Mr. Miron's argument amounts to 'we can find some examples where capital has found tax havens more attractive than the US' so instead of making sure that worldwide income is properly classified and tax properly paid here by all US citizens, he would have us throw up our hands and not tax any of it. This will, as is well known, only encourage further tax avoidance schemes, since the reward is now a complete free ride. Another way to look at his reasoning is to say 'despite giving out speeding tickets people still drive over the limit, so let's get rid of all speed limits.' A few libertarians over at Cato may think this a good idea, but the rest of us not so much.",1
1164,"The New York Times has it right. A moderated comments facility provides immense value to readers seeking to understand the considered views of fellow human beings. Understanding the interests of others and seeking sensible consensus and compromise is one of the key foundations of a democracy. In times of bleak news, the NY Times comments pages provide a heartbeat of global perspective that reminds one the world is full of good, interested and decent people who care enough to speak out.",0
1165,"There are thousands of city residents that ride bicycles for work, such as messengers and food delivery men. Providing bike-only lanes not only allows for safety of these riders but also prevents the use of sidewalks by some of the law-breaking riders, which is a great hazard to pedestrians. I agree that it will take years for regular commuters to switch their mode of transportation to the bicycle, but allowing for this possibility is a great start. Don't forget that bicycle-friendly cities like Amsterdam have a system of public bicycles as well, which helps promote this eco and health-friendly mode of transportation. Finally, if car congestion and revenue for the city are problematic issues, perhaps we can implement a carpool system that only allows free access into Manhattan to cars with multiple passengers and would charge a toll for single drivers.",0
1166,"We keep NATO, because we have been fighting the peace since we won the war. A large group with a clause of 'an attack on a member is an attack on all' is a formidable group, that can deter attacks, just based on the thought of the large group attacking back. A bully tends to step back when confronted with a group willing to defend itself.",0
1167,"She has a right to say what she thinks I suppose, but I was disappointed that she would state a desire to flee the country in the face of a Trump presidency. That doesn't show much resolve, toughness, love of country etc., god forbid he wins but we would all need to be strong lest the country devolve into what we have always feared it could whenever we hear the hate spewed by some of our fellow citizens.",0
1168,"As a former Big Ten athlete, I find the idea of eliminating sports and replacing them with wellness programs flat out ridiculous. Those who do not compete in sports have no true understanding of what they do for you. Highly competitive sports really helps you learn to compete in the business world far more than those who have never been part of competitive sports can ever understand. It gives you the energy and will to compete and succeed. At my Alma-mater, student athletes have a significantly higher graduation rate than the general student body. It's no mystery as to why. You learn discipline and purpose. At my school there are many athletic facilities for those not on varsity teams that if they are out of shape, they have only themselves to blame. There is a huge variety of intramural sports, exercise facilities that include weight rooms, pools, running tracks, a golf course, etc.. You can lead a horses to water, but you can't make them drink.",1
1169,The baleful effect of the Christian Zionists who love Israel and hate Jews and Judaism has moved the Israeli electorate more rightward than even the effect of the Palestinian activity would have and that is dangerous for both nations. I believe in the survival of Israel but I don't think people like Hagee should be allowed out of a cage.,1
1170,"I have no problem with Happy Hours. I have a huge problem with drunken people in public trying to control a moving vehicle. We kill 35,000 people on the roads each year, making terrorism deaths look like a picnic from a public health perspective (though clearly not to those affected.) Perhaps a substantial part of the proceeds from liquor licensing should go to the hiring of additional cops to station in neighborhoods where bars are common. One could also require businesses that sell alcohol to have breathalyzers and post a sign saying that by entering a customer agreed to a breathalyzer test upon leaving. In general, however, what is needed is much greater enforcement of our traffic laws and penalties that have a chance to be effective as a deterrent across the board, including mandatory jail time for a D.U.I.",0
1171,"I largely ignored student evaluations after I received back-to-back opposite reviews for a demanding class I taught that was essential for 'MD wannabes.' The first was something to the effect of 'Dr. X is an a*&&hole. It's impossible to pass his class.' Whereas the 2nd said something like 'Dr. X is one of the best professors I've had. He often informed the class that his door was always open and to please stop by for any questions or concerns. He was caring, helpful, and respectful of all students in the class.' Gee, I wonder which on did well and did what was needed and which did not. Too often evaluations mirror grades earned (with 'earned' being the key word).",0
1172,"The solution to the risks posed by hospitals is not to move procedures into the home, but to aggressively work on reducing the risks and improving hospital settings. No one would have a triple bypass in their living room just because they are more likely to get an infection in the hospital. The risk of infection is being addressed: a major campaign in many hospitals has successfully reduced the risk, and that is the right direction. Move forward, not backward.",0
1173,The day before the massacre/murder happened I was talking with my friend and having our usual debate. We lamented what was in our state of North Carolina and lamented the politicization. As we concluded our conversation I remarked something bad is going to happen. And so it did. I put my blame on the President; he blamed Christians. Hmmmm. Time for spin for all parties.,0
1174,"Actually, TV is getting much smarter (better), reflecting quality of life and hope, which for those not at the top is getting worse....Technological addictions and economic distractions make it practically impossible for the vast majority of people to think, analyze, and grow. The ones who can are better off than most of their ancestors, but they are in the smallest of minorities.",1
1175,"I would agree that the Division III model makes more sense than Division I or II, but I'd still ask, why is even that much a good use of educational funding? University should be about education. The European model where sports clubs are sponsored by cities or municipalities allows people who want the chance to participate in competitive athletics, at zero cost in distraction to the mission of their universities. That's even better than Division III.",0
1176,"Indeed, one cannot actually buy a college education like one can buy a house or a private airplane but the basic presumption of Kelly is that it is exactly the same. Anyone can who pays the money will have the knowledge and skills injected into their minds, and thus benefit. So why should some be handed it while others pay for it? One must perform considerable work over a prolonged period of time and not everyone has the ability to do it in a reasonable time nor to be able to use it well. But the reason society creates and maintains colleges and universities is that they enable all to benefit from the knowledge and skills those able and willing to gain them do for themselves and everybody else. It's worth making it affordable to all who can manage to do the work because it greatly improves that kind of potential that our workforce can provide and be prepared for all opportunities that might arise.",0
1177,"First, I'd like to point out that the original question makes no sense. The behavior is aberrant, not the murder charges. However, I'm sure those of us who object to the aberrant behavior of our police forces surmise that events, like this one, have happened thousands of times, all over this country, without video evidence. Yes, there should be a federal database that goes back, in time, to at least the 1964 Civil Rights Act.",0
1178,"Conservative Christians and evangelicals have not historically condemned divorce the way that the Bible does, but they certainly have condemned homosexuality, the way the Bible doesn't. I might respect conservative Christians for their consistency if they refused to do business with divorced people, the way they want to refuse gay patrons. But conservative Christians -- like Wheaton College -- employ divorced people, serve divorced people, and welcome divorced people into communion without blinking. Their constant refrain is that they 'hate the sin, but love the sinner.' Now I'm not proposing we abolish divorce, but I do wish evangelicals would just NOTICE that sin, if they're so determined to purify our society. But, in fact, they treat divorced people very differently from gay people, and they're not even aware of their hypocrisy. If they could accept gay congregants the way they accept divorced congregants, the world would notice that the evangelical church is no longer self-righteous and judgemental and, frankly, angry. And then non-Christians might begin to realize that they can't use the Christian faith (or any other faith) to justify intolerance. When church -- the body of believers -- opens to LGBT people, that church will close to haters.",1
1179,"Both of my elementary age children are bored to tears at school everyday, from 8:30-3:00. In an effort to make everybody a winner, our schools have dumbed down the standards so much that our curriculum is now 2 grade levels below 20 years ago. Students have always had varying abilities, you cannot change nature. As it is school is just a place for my kids to socialize, as they learn practically next to nothing during Reading, Math, Social Studies. I wish school hours could be shortened to include only Recess, Library, Music, PE and Art so that I could have more time to teach my kids the real important stuff at home.",0
1180,"This country from its' start was founded in freedom of religion, that included freedom from prececution. The 'fundamentalist' type of faiths have crossed the Rubicon from faith to zealots. The latter are subject to prosecution in my opinion if they break the law, in the name of faith. This means seizing and shutting down hate centers. We close mosques that preach love of ISIS, why not these other so called churches spewing hate on a TAX FREE BASIS. Time to take a hard look at what constitutes free speech verses threats and harassment.",1
1181,"A succinct and to the point article. Reading some of the other opinions in this Room for Debate series shows just how resistant many are to supporting agriculture in the US. So many see no problem with processed foods with an - dare I use the word? - un-natural shelf life. I have watched over the decades as farmers' children wanted other careers. The farms eventually get sold to a developer and the people who buy into the 4-houses-per-acre plat soon start to complain about living next door to a working farm. The zoning changes that result from the complaints further suppress any hope of continuing a family farm. Americans are so unaware of what it takes to bring food to the store modern day, being more concerned about how much food costs or how convenient it is to prepare than the consequences of how it's grown, slaughtered or preserved.",0
1182,"'One of the main pillars of Syriza's economic program is the creation of 300,000 new jobs for the unemployed under a direct public employment scheme.' Anyone who thinks that expanding public employment in Greece is a good idea should migrate to Greece. There are already more public employees in Greece than just about anywhere else in the world and you propose to put more people on the public payroll? As it is, many government employees do not have any meaningful assignments and you want the Greek government to hire more people? What you are actually proposing is a massive expansion of welfare payments to the unemployed in Greece except that you claim to have given these people a job and so instead of social welfare you want the world to think of it as job creation. Here is a freebie for you: playing with words do not change economic realities. Greece cannot afford it and it is precisely such policies that created this mess in the first place.",0
1183,"I've never studied James Naismith but I have a better idea of his thinking than you. In 1891 he was thinking that the average height of a full-grown male was about 5-1/2 feet. He invented the game for kids at the YMCA, not for those on some alien planet. His thinking was that the ball would be thrown UP to the basket, not dropped in from above.",1
1184,"What is happening in New York City is happening all over the world, as cities go out of their way to attract those with the highest incomes and push others to the outer edge. In NYC, the subways started to do that, making sure that bank clerks moved a long ways from Manhattan to the outer reaches of Brooklyn and and Queens. Now even those areas are high-priced. So, off to NJ. It is the European pattern where, as in France, the poorer immigrants are at the far,outer reaches of Paris.",0
1185,I like it the way it is now. Just like Social Security it was not meant for all. The system doesn't have the resources to expand it's coverage. The reason we have Medicare is to care of the elderly People pay into the system for the benefits the government will give them in the future. It won't be able to do that if the number of people getting benefits isn't fewer than the people who pay into the system. This is how some get more benefits than they put in. It's because some will get nothing. That is why it won't work if you make this benefit available to others.,1
1186,"The criticism harps on Ginsburg's comments as partisan expressions. They do not address his politics, but his mental incompetence. She poses the matter of listening with some attentiveness to the village idiot, but should he be allowed to run the town? She addresses mental fitness and if there is no capacity for integrity.",0
1187,"Obesity is NOT a 'life-style choice.' I have not eaten in a fast food restaurant in over 5 years. I eat no sugar at all -- no baked goods, no candy, no sodas, no jam or honey, no syrup (let alone 'a pound of double stuff Oreos every day'). I eat no red meat -- just fish and lean, skinless poultry. I eat no flour, just whole grains. I eat fresh leafy vegetables and fruits. I eat very little dairy. I limit my calories to between 1500 and 1800 a day. I exercise. And yet, at 5' 7', I weigh 215 pounds, and have for many years. Those of you who accuse me of a lack of 'self-discipline' or of 'gluttony' are ignorant bigots who should be ashamed of yourselves.",0
1188,This concept of allowing of states to grant citizenship is a really bad idea. While the idea of states granting citizenship has historical roots and may make North East and West Coast Blues States feel good the precedent has serious drawbacks. Does anyone for a minute believe that some of the more retrograde red states would not seize on the opportunity to make state citizenship far more restrictive in their bailiwicks. I can picture some of these states going back to the original definition 'White Male Property Owners over 21 years of age' and probably add membership in a fundamentalist Protestant church as an enhancement. In short This is a really bad idea.,1
1189,"The old Cold War methods of containment and deterrence will work with ISIS, as they did with the former Soviet Union. There is no need to pour more American money into this, other than, perhaps, to defend an independent Kurdistan. If ISIS reaches the Saudi borders, it can stop there. Let the Sunnis have their state.",1
1190,"Mr. Kornbluth asserts that CIA agents are dedicated individuals whose only goal is to serve and defend the country. That statement is as empty as a whiskey barrel at an Appalachian stomp festival. How does one serve the country? Do you serve the country by violating its fundamental principles with torture, even if it yields, which it didn't, helpful information? Are you defending the country by inciting terrorist groups who use your crimes as recruiting tools? The CIA missed the collapse of the Soviet Union. It missed the 9/11 attack; it led us into a war with Iraq by supporting false intelligence; it missed the upheavals in Egypt, Libya and Syria. In the end, it is probably true that the CIA has the interests of the country as their objective. The question is: How do they define those interests? It seems very clear their definition is consistent with the Barry Goldwater/ Neocons/Dick Cheney dictum: Excess in defense of liberty is no vice. And this, of course, profoundly and utterly misses the point.",1
1191,"Mandatory Voting???? I often hear the phrase 'the american people are not stupid'... I have seen no evidence to support the claim. I have, however, substantial evidence people are stupid. They vote sound bites, abortion and gay rights. Example: Gov't should stay out of my medicare. People should be forced to take a test and get a license to vote. They should have to demonstrate a basic understanding of the world in which they live. I personally have had enough of the red neck, narrow minded, and ill educated making monumental decisions.",0
1192,"For all the flaws of comment sections that are even partially moderated to suppress vulgarity and personal insults, they can be a great source of useful information that is not covered by the mainstream media, especially when provided with references.",0
1193,"I have two extremely gifted children with ADHD. Their bodies are constantly in motion, and when they were younger, they could be up and wandering the classroom without even being aware of it. They would blurt out answers, talk with their peers, and fidget ceaselessly. Part of it was boredom, yes, but with medication, they were able to learn how to monitor their behavior, to slow down their bodies, and to interact appropriately with their classmates. The teacher was able to provide enrichment lessons instead of focusing on their disruptive behavior. We parents were able to teach them self-control techniques. As they aged, we were able to wean them off meds, and they function just fine in high school. Unmedicated, I doubt they would have received the appropriately differentiated education that has allowed them to succeed in school. If a child truly has ADHD, then denying them medication is the equivalent of denying a near-sighted child glasses.",1
1194,"I agree with much of Bishop's comments. Polls track reactions to questions rather than opinions about society. That said, this is also how our political system works; politicians speak in bumper-stickable clichés, provide little if any rationale for their positions, and ultimately voters enter a booth to poke a hole in a piece of paper. There is no national conversation.",0
1195,"The country is better off having two strong systems of higher education, publicly supported and private. Weakening one (under the unrealistic assumption that the monies fried up will be given to state institutions, and not the state Medicaid or roads program) is not a solution. The solution is what it has always been: wise and forward-thinking state legislators have generously funded public colleges.",0
1196,"Our son attends 1st grade in a charter school with a longer school day. It was a tough adjustment at first, but the rewards are already evident. He has math, language arts, science, history, art, and music Every Day. He has recess twice a day   lunch. But best of all, he has incredibly enthusiastic teachers and administrators. His reading skills have already markedly improved and he is excited to keep learning. We couldn't be happier with the education he is receiving.",1
1197,The D.C. Metro area is a good laboratory for this topic. There are literally scores of thousands of morbidly obese Federal workers slithering all over this place. Costing taxpayers billions for their desire to stuff food down their fat throats means they need to be held accountable. Overweight? No health insurance.,1
1198,"Based on his picture, I will give Ian Adams the benefit of the doubt and figure he is just too young to understand how corporations work. Corporations race to the bottom in competitive behavior, justify all law-breaking and law-bending by saying that is their duty to their shareholders, and treat any financial penalties as the cost of doing business (most penalties are less than the ill-gained profits). What we need is tougher regulation (working to avoid regulatory capture by those who are to be regulated) and tough jail penalties for corporate officers.",0
1199,"This argument is seriously flawed. What are this guy's qualifications? He's a chef, not an evolutionary biologist. Every living thing has evolved with certain traits that have enabled it to thrive. No, we may not have the speed and strength to kill a deer with our bare hands. But we have other evolutionary advantages that have enabled us to eat animals. Humans have been eating meat for millennia and our bodies have adapted to an omnivorous diet. If we weren't fit to eat animals we'd be extinct by now. Eating raw meat makes people sick because modern factory farming and slaughterhouse practices lead to contamination. It's also the modern industrial diet that has lead to our current health problems (diabetes, heart disease, etc.) If people ate the way they did a hundred years ago and earlier (including eating meat) we'd all be a lot healthier. It's not meat that's the problem.",0
1200,"Having worked and managed people in both environments, its clear to me that any job that requires thought and/or concentration is better done in a private space. It can even be hard to focus in cubicles, but they are certainly better than an open floor. Uncontrolled collaboration isn't always beneficial. That's what team meeting (formal or informal) are for.",1
1201,"Oh my goodness...absolutely KEEP THE QUEEN!! She is popular, she was heroic during WW2, and most importantly: how horrible to have Camilla, the mistress, up there on the throne! And, not just because Camilla was the '3rd person in the marriage', as poor Diana tearily rambled on about in that awful tv interview before her death -- The main reason to not have Charles and Camilla on the throne is because many people throughout the world believe they may have had a part in Diana's death...(Something not so outlandish, if you know the history of British monarchy and the Bond-ish M-i5)... And, whether true or not, just the fact that a certain percentage of the world's population believes those 2 are murderers really should take them out of the running for that seat....Since the seat is, after all, now just a public relations job to bring in tourism and maintain a positive image of an out-dated monarchy... The face of your public-relations campaign should not be two adulterers and murder suspects....",1
1202,"I am a retired HS media specialist and I am still asked all the time to help people find things on the Internet. My HS age granddaughter needs help evaluating reference material. Example: Why not depend on Wikipedia only? Libraries and the Internet work together and a library can't exist on its own. Without a person in the facility to keep it going and to teach students its value, it will die. Teacher or media specialist is not the issue. We need to support public education fully. That means teachers, the arts, sports, and the Media Center.",0
1203,"I have owned five cats (more accurately, they owned me) in my adult life, and every one has been declawed. Each cat was rescued from a shelter, three were under a year old, and our current two had lived in a no-kill shelter for three years before coming to our home. My vet sends the cats home the day following surgery with a pain patch on, and the cats are very comfortable yet able to jump onto furniture and use their litter box. The patch falls off in a few days, and life goes on. All of my cats have been spayed/neutered and indoor animals, no exceptions allowed, and they live long, happy, spoiled lives. It's okay to care about my cats and the way my furniture looks, too.",0
1204,"Teach for America has done nothing for public school teachers's status. The only thing it has done is fetishize its own image, to create a trendy CV filler for cossetted Ivy Leaguers. The vast majority of TFA teachers don't stay in the profession, so the job becomes little more than a balm for their conscious before they move on to JP Morgan Chase and like-minded capitalist enterprises. It takes more than two years to become a good teacher, so if TFA has such a low retention rate for its students, how can it be rated a success? The fact that admission is difficult doesn't mean its a good program.",1
1205,Well the bar owner is not selling at a loss happy hour or not. The state is getting exactly the same revenue at all hours. So let the states reduce the taxes. Bar owners will make it happy hours throughout the day. Nobody will pile on to imaginary low cost booze.,0
1206,"When NATO was first formed in response to the Cold War Soviet threat, General Eisenhower said, 'If we're still here fifty years from now, this will have been a failure.' It wasn't a failure, but did take more than 50 years.' The existing NATO should have disappeared with the end of the Cold War, but should be replaced by a more flexible organization with an equality of cost sharing relative to more equal contributions. The US needs to stop paying much of everyone else's share. Goodbye to all the tax-free bureaucrats and non-defense committees which reside in Brussels and help make it so expensive.",1
1207,"Don't make the school day longer. Shorten the working hours for parents -- especially where both parents have jobs -- and let the parents spend more time with their children. The parental influence on children is the most important in their development and in their education. Besides, children need time to have fun -- just to be kids.",0
1208,"This article is not only misleading but really a flat out lie. Most condominium owners in NYC are not foreign billionaires, but average families trying to make a living like everyone else. Further more, condo owners pay a much higher tax than home owner do on similarly priced homes. This is because in NYC houses are assessed an the basis of their market value. Condos are assessed on their market values as commercial (ie. rental properties), which allows the city to arbitrarily assign a much higher value to condos, and therefore a much higher tax. For instance, right now, one can find a $550K house in St. Albans with taxes of $4972. per year and a $529k condo in Battery park city with annual taxes of $9000. This is despite the fact, that most multi unit condos use less city services, less space and less energy than a similar number of houses. Even if condo owners and developers get a tax abatement during the initial years, these expire and they end up paying substantially higher taxes overall. The system is patently unfair to condo owners, and this article is simply dishonest!",1
1209,"Sounds like I need to go back and polish my early 60's hack speech class 'persuasive' contribution - questioning the role of football on college campuses (school wasn't in any major sports conference) with half the football team in the class. It was interesting - at same time my sister was photographed at a 'Ban the Ball' demo at the UofC campus. The purpose of higher education is, in large part, teaching a young person how to approach learning and apply that learning to life as it unfolds. Sports on an intramural level or low key interscholastic plane have a place - but not the spectacle of college sports serving as the training ground for professional teams. I always cringe when Americans justify marginal enterprises, products that really shouldn't exist, extreme sports, etc. with the usual 'but some people make a lot of money doing it'. Is that all there is???",0
1210,"Having lived in Germany (Army bases) and traveled widely, I am well aware of that there are few Americans that can speak foreign languages. Most Americans cannot understand why someone would want to learn a foreign language. Having said that, my 5-6 years of French and limited German never proved of much use in those countries (many Germans speak English, and the French are less than helpful to foreigners trying to speak their language) or elsewhere. Later in life I took up Spanish, and this has proved to be very useful in travel and being able to practice it on a regular basis (Washington, DC area). I think that the colleges need to rethink their language curriculum. At an east coast boarding school I attended in the '60s, Latin classes were mandatory absent a waiver. The world has changed and French use in the world has changed dramatically. Colleges need to take this into account. It is a shame to have people spend years on these languages and then never using them in their adult life. BTW I have one niece taking college Arabic and another taking high school Spanish.",0
1211,"The new Greek govt must do 2 things. One is to negotiate a decrease (or restructuring to longer payment terms) of its debt. That is the immediate problem. The new Govt. may or may not be able to do this. That will depend on how the negotiations go with the creditors. Simultaneously, and very importantly however, Greece must undergo serious economic reforms. For example the creation of a land registry, a stop to political vote buying by politicians, a stop to corruption, the creation of an apolitical statistical service, a non-pollitcal civil servant based on merit instead of cronyism, etc. Does the new Govt show any signs of this (beyond rheteric)? Absolutely not. There are no signs that a land registry will be created, that merit will be the basis of a civil service, that a non-political statistical service will be created or that an effective tax collection agency will be set up. Hence this latter task will not be accomplished.",0
1212,"Sooner or later we have to do something with regard to high speed rail, or ultimately we will have done nothing. For those of us who favor high speed rail, it is time to acknowledge that there is no such thing as a perfect project and muster the will to proceed. While we bicker the years are passing, the planet is warming, the auto industry is flourishing, and rail transportation in America remains a joke. There is another adage which may be relevant to this debate: Sometimes perfect is the enemy of good.",0
1213,"I have to agree with Wurman to the extent that 'If we are to have any hope of meaningfully increasing the literacy of our students, the solution must lie with classroom teachers and not with libraries and librarians.' What he neglects to include, however, is how important the school librarian can be in ensuring that teachers have the necessary resources and skills to work with students in improving literacy. Keeping abreast of literature and new technologies that will meet the needs of the wide range of learning styles and abilities within one school is a yeoman's job. To expect the classroom teacher to be that expert without support is once again expecting too much from teachers, leading to many leaving the profession. A school librarian, if the right one is hired, can be the school leader in information resource management and use.",0
1214,"The idea that Mr. Adams supports--self-regulation by companies--is deeply flawed. While waiting for the markets to punish companies for bad behavior, many people are harmed. The harm can be both financial and physical. The lag time between the misdeed, the discovery, and the correction can be years. Many of the regulations we have in place are reactions to the failure of individuals and companies to behave in ethical and legal ways. Businesses fumbled away their opportunities for self regulation a long time ago. That said, businesses still have a right to participate in the writing of regulations, as do their customers and other stakeholders. Regulations are, by nature, burdensome. Often the weight of the burden is prompted by the serious nature of the original offense.",0
1215,"What makes teachers so special that they need tenure? There are too many stories of bad teachers being simply transferred or being put on leave before being transferred. If they are lousy, then fire them. There are plenty of people who would take those jobs and crazy benefits (12 months of pay for 9 months of work plus every holiday under the sun). They can't get these jobs because the unions are all about who you know, whether it's teaching in a nice town, or trying to get a job at the docks. The whole notion of seniority over skills is nonsense as well. If you're good at your job, you get to keep it.",1
1216,Very one sided discussion: 1. All subsidies go to rich people because there purpose is to draw investment capital into those parts of the market. They have to go to people who have captial. 2. Decreases in farm subsidies will decrease farm production and increase food prices for everyone. 3. Increased farm prices will decrease exports and causing further decreases in production and increase in prices 4. Potential food shortages is a national security issue.,0
