,claim,text,label
3085,The federal minimum wage should be increased,raising minimum wage raises everyone's pay,1
3086,The federal minimum wage should be increased,A minimum wage increase would hurt businesses and force companies to close. ,0
3087,The federal minimum wage should be increased,"Businesses and companies won't be able to survive, if minimum wage is increased.",0
3088,The federal minimum wage should be increased,Increasing minimum wage will have negative effect on the businesses.,0
3089,The federal minimum wage should be increased,The current minimum wage is not high enough to allow people to afford housing.,1
3090,The federal minimum wage should be increased,The current minimum wage is not high enough to allow people to afford everyday essentials.,1
3091,The federal minimum wage should be increased,people cannot live off of their income,1
3092,The federal minimum wage should be increased,People who work for minimum wage cannot afford the things of everyday life.,1
3093,The federal minimum wage should be increased,"The currenit minimum wage is so low, you won't be able to afford everyday needs with it.",1
3094,The federal minimum wage should be increased,Increasing the minimum wage would force businesses to lay off employees and raise unemployment levels.,0
3095,The federal minimum wage should be increased,Raising minimum wage will increase the unemployment level.,0
3096,The federal minimum wage should be increased,"Businesses will be forced to lay of employees, if minimum wage is raised.",0
3097,The federal minimum wage should be increased,Raising the minimum wage would decrease employee benefits and increase tax payments.,0
3098,The federal minimum wage should be increased,"When the minimum wage goes up, employers make up the costs by decreasing employee benefits and increasing general taxes. ",0
3099,The federal minimum wage should be increased,"Even if the minimum wage is increased, Americans will be hurt by a decrease in employee benefits and an increase in tax payments.",0
3100,The federal minimum wage should be increased,Raising the minimum wage would increase poverty.,0
3101,The federal minimum wage should be increased,Raising minimum wage will increase the poverty rate.,0
3102,The federal minimum wage should be increased,"If the minimum wage is increased, companies may use more robots and automated processes to replace service employees.",0
3103,The federal minimum wage should be increased,Increasing the minimum wage will take away jobs from service employees.,0
3104,The federal minimum wage should be increased,More companies will turn to automated robots if the minimum wage is increased.,0
3105,Prioritize eliminating the budget deficit over increasing domestic spending,Paying off national debt via austerity measures would free-up money used for interest payments,1
3106,Aid Should Be Tied To Human Rights,Tying aid to human rights puts pressure on countries to act responsibly,1
3107,Aid Should Be Tied To Human Rights,Government and citizens are often not the same entity.,0
3108,Same sex relationships should have the same legal status as heterosexual relationships under EU law,Homosexuals would Change the Institution of Marriage for the Better,1
3109,Same sex relationships should have the same legal status as heterosexual relationships under EU law,Gay marriage would improve all marriages.,1
3110,Same sex relationships should have the same legal status as heterosexual relationships under EU law,EU Should Push Forward Equality for All of its Citizens Regardless of Sexuality,1
3111,Same sex relationships should have the same legal status as heterosexual relationships under EU law,The EU should press for full equality regardless of sexuality.,1
3112,Same sex relationships should have the same legal status as heterosexual relationships under EU law,The EU should remove obstacles to equality in sexual preference.,1
3113,Same sex relationships should have the same legal status as heterosexual relationships under EU law,"Two people who want to get married should be able to, no matter their sexuality. ",1
3114,Same sex relationships should have the same legal status as heterosexual relationships under EU law,Homosexuals should have the same rights as straight people.,1
3115,Same sex relationships should have the same legal status as heterosexual relationships under EU law,Heterosexuals shouldn't enjoy greater rights than homosexuals.,1
3116,Same sex relationships should have the same legal status as heterosexual relationships under EU law,Same sex couple should have the same rights as heterosexual couples,1
3117,Same sex relationships should have the same legal status as heterosexual relationships under EU law,Marriage is an internationally recognized human right for all people. ,1
3118,Same sex relationships should have the same legal status as heterosexual relationships under EU law,Gay people should have the same human rights as Heterosexuals,1
3119,Same sex relationships should have the same legal status as heterosexual relationships under EU law,Who says who can marry and who can't,1
3120,Same sex relationships should have the same legal status as heterosexual relationships under EU law,All people have the right to marry.,1
3121,Same sex relationships should have the same legal status as heterosexual relationships under EU law,Nature Suggests That Same Sex Marriage is Illogical,0
3122,Same sex relationships should have the same legal status as heterosexual relationships under EU law,From a logical standpoint same sex marriage is illogical.,0
3123,Same sex relationships should have the same legal status as heterosexual relationships under EU law,Marriage is for procreation and should not be extended to same-sex couples because they cannot produce children together. ,0
3124,Same sex relationships should have the same legal status as heterosexual relationships under EU law,"Legalizing gay marriage often leads to an end to domestic partnership benefits for gay and straight couples, which disadvantages couples who choose not to get married. ",0
3125,Same sex relationships should have the same legal status as heterosexual relationships under EU law,If gay couples don't get married it means they lose benefits through the legalization of gay marriage.,0
3126,Same sex relationships should have the same legal status as heterosexual relationships under EU law,Allowing gay couples to wed could further weaken the institution of marriage. ,0
3127,Same sex relationships should have the same legal status as heterosexual relationships under EU law,The institution of marriage has been weakened in recent years and allowing gay marriage will only further damage an already crumbling institution.,0
3128,Same sex relationships should have the same legal status as heterosexual relationships under EU law,Gay marriage will not be a positive boost to the institution of marriage.,0
3129,Same sex relationships should have the same legal status as heterosexual relationships under EU law,Same-sex marriage is a civil right. ,1
3130,Same sex relationships should have the same legal status as heterosexual relationships under EU law,Our constitution  is based on the idea that all people are equal and thus getting married is a civil right. ,1
3131,Same sex relationships should have the same legal status as heterosexual relationships under EU law,People have fought for civil rights and same sex marriage is a civil right. ,1
3132,Same sex relationships should have the same legal status as heterosexual relationships under EU law,State registrars conducting marriage ceremonies could not discriminate between homosexual and heterosexual couples,1
3133,Same sex relationships should have the same legal status as heterosexual relationships under EU law,Denying some people the option to marry is discriminatory and creates a second class of citizens. ,1
3134,Same sex relationships should have the same legal status as heterosexual relationships under EU law,It is discriminatory to refuse gay couples the right to marry,1
3135,Same sex relationships should have the same legal status as heterosexual relationships under EU law,gay should not be refused to marry,1
3136,Same sex relationships should have the same legal status as heterosexual relationships under EU law,"Marriage is an outmoded, oppressive institution that should be weakened, not expanded. ",0
3137,Same sex relationships should have the same legal status as heterosexual relationships under EU law,Marriage is not something we should encourage or support.,0
3138,Same sex relationships should have the same legal status as heterosexual relationships under EU law,"Legalizing gay marriage could lead down a ""slippery slope,"" giving people in polygamous, incestuous, bestial, and other nontraditional relationships the right to marry. ",0
3139,Same sex relationships should have the same legal status as heterosexual relationships under EU law,There are many types of marriage which are innaporpoate and dangerous which may be allowed if gay marriage is legalized. ,0
3140,Same sex relationships should have the same legal status as heterosexual relationships under EU law,"Legalizing gay marriage is a stepping stone toward disgusting and harmful marriage practices such as incestuous, bestial and child marriages. ",0
3141,Same sex relationships should have the same legal status as heterosexual relationships under EU law,"Legalizing gay marriage advances the ""homosexual agenda"" and unfairly paints opponents as bigots. ",0
3142,Same sex relationships should have the same legal status as heterosexual relationships under EU law,Those against gay marriage are called names if gay marriage is legalized.,0
3143,Same sex relationships should have the same legal status as heterosexual relationships under EU law,Legalizing marriage by gays leads to the oppression of those who are against the practice.,0
3144,Same sex relationships should have the same legal status as heterosexual relationships under EU law,"The concept of ""traditional marriage"" has changed over time, and the definition of marriage as always being between one man and one woman is historically inaccurate. ",1
3145,Same sex relationships should have the same legal status as heterosexual relationships under EU law,"The idea of a ""traditional marriage"" is a modern convention and has not remained static over the centuries. ",1
3146,Same sex relationships should have the same legal status as heterosexual relationships under EU law,"There is no historical basis for believing so called ""traditional marriages"" have been changeless over the centuries. ",1
3147,Same sex relationships should have the same legal status as heterosexual relationships under EU law,Many religious leaders and churches support gay marriage and say it is consistent with scripture. ,1
3148,Same sex relationships should have the same legal status as heterosexual relationships under EU law,There is much debate about gay marriage but many religious leaders are in support of it regardless. ,1
3149,Same sex relationships should have the same legal status as heterosexual relationships under EU law,"Even though a vocal group of religious people disagrees with gay marriage, there is a growing number of religious leaders who support it and can back up their opinions with scripture. ",1
3150,Same sex relationships should have the same legal status as heterosexual relationships under EU law,Legal marriage is a secular institution that should not be limited by religious objections to same-sex marriage. ,1
3151,Same sex relationships should have the same legal status as heterosexual relationships under EU law,Religion does not have power over marriage and it should not be limited to heterosexual marriage based on that religion. ,1
3152,Same sex relationships should have the same legal status as heterosexual relationships under EU law,"As a secular institution, marriage can not be limited to heterosexuals only based on religious ideals. ",1
3153,Same sex relationships should have the same legal status as heterosexual relationships under EU law,"Marriage provides both physical and psychological health benefits, and banning gay marriage increases rates of psychological disorders. ",1
3154,Same sex relationships should have the same legal status as heterosexual relationships under EU law,"If gay marriage is banned, there is likely to be increased rates of psychological disorders. ",1
3155,Same sex relationships should have the same legal status as heterosexual relationships under EU law,We can reduce the prevalence of psychological disorders in the gay community by allowing gay marriage. ,1
3156,Same sex relationships should have the same legal status as heterosexual relationships under EU law,Matrimony is a bond between man and woman only.,0
3157,Same sex relationships should have the same legal status as heterosexual relationships under EU law,A proper marriage is between two heterosexual people of different genders.,0
3158,Same sex relationships should have the same legal status as heterosexual relationships under EU law,Prominent religious bodies believe that non-heterosexuals seeking to be wed devalue the crucible of the marriage relationship.,0
3159,Same sex relationships should have the same legal status as heterosexual relationships under EU law,The institution of marriage has traditionally been defined as being between a man and a woman. ,0
3160,Same sex relationships should have the same legal status as heterosexual relationships under EU law,Religion does not embraces marriage bonds between same-sex couples.,0
3161,Same sex relationships should have the same legal status as heterosexual relationships under EU law,"Gay marriage is contrary to the word of God and is incompatible with the beliefs, sacred texts, and traditions of many religious groups. ",0
3162,Same sex relationships should have the same legal status as heterosexual relationships under EU law,God condemns gay marriage in the Bible and it is not supported by a lot of churches. ,0
3163,Same sex relationships should have the same legal status as heterosexual relationships under EU law,Marriage should be between a man and a woman,0
3164,Same sex relationships should have the same legal status as heterosexual relationships under EU law,"Marriage is a religious institution, and the major world religions frown upon homosexuality",0
3165,Same sex relationships should have the same legal status as heterosexual relationships under EU law,It Would Cause controversy in religious countries such as Ireland and Italy,0
3166,Same sex relationships should have the same legal status as heterosexual relationships under EU law,"Legalizing gay marriage will not harm the institution of marriage, and same-sex marriages may even be more stable than heterosexual marriages. ",1
3167,Same sex relationships should have the same legal status as heterosexual relationships under EU law,The institution of marriage cannot be harmed by giving more people the freedom to marry and it may become the case that heterosexual marriage is less stable than same-sex marriage. ,1
3168,Same sex relationships should have the same legal status as heterosexual relationships under EU law,Same-sex marriage may have a lower divorce rate than heterosexual marriage proving once and for all that gay marriage is good for the institution of marriage. ,1
3169,Same sex relationships should have the same legal status as heterosexual relationships under EU law,Same-sex couples should have access to the same benefits enjoyed by heterosexual married couples. ,1
3170,Same sex relationships should have the same legal status as heterosexual relationships under EU law,Same-Sex marriages should have the same legal protections as regular marriages.,1
3171,Same sex relationships should have the same legal status as heterosexual relationships under EU law,gays should be able to use thier rights,1
3172,Same sex relationships should have the same legal status as heterosexual relationships under EU law,Gay couples should be able to take advantage of the fiscal and legal benefits of marriage,1
3173,Same sex relationships should have the same legal status as heterosexual relationships under EU law,"Gay marriages can bring financial gain to federal, state, and local governments and can help boost the economy. ",1
3174,Same sex relationships should have the same legal status as heterosexual relationships under EU law,There are economic advantages for states to approve gay marriages. ,1
3175,Same sex relationships should have the same legal status as heterosexual relationships under EU law,The economy of states can be boosted by allowing same-sex marriages. ,1
3176,Same sex relationships should have the same legal status as heterosexual relationships under EU law,Gay marriage is good for society,1
3177,Same sex relationships should have the same legal status as heterosexual relationships under EU law,"Marriage is about more than procreation, therefore gay couples should not be denied the right to marry due to their biology.",1
3178,Same sex relationships should have the same legal status as heterosexual relationships under EU law,gay people should be able to marry,1
3179,Same sex relationships should have the same legal status as heterosexual relationships under EU law,no matter what sexuality all should be able to marry,1
3180,Sikh school pupils should be allowed to carry ceremonial daggers,Fuelling an atmosphere of religious and cultural tension in Britain.,0
3181,Sikh school pupils should be allowed to carry ceremonial daggers,Respecting the 'rituals' of the school.,0
3182,Sikh school pupils should be allowed to carry ceremonial daggers,fuels discontent between religions ,0
3183,Sikh school pupils should be allowed to carry ceremonial daggers,It is a potential weapon.,0
3184,Sikh school pupils should be allowed to carry ceremonial daggers,Daggers can be used as weapons. ,0
3185,Sikh school pupils should be allowed to carry ceremonial daggers,"Potentially, daggers carried by Sikh school pupils can be used to harm others. ",0
3186,Sikh school pupils should be allowed to carry ceremonial daggers,Religious symbols harm no one,1
3187,Sikh school pupils should be allowed to carry ceremonial daggers,symbols for religious benefit bothers no one,1
3188,Sikh school pupils should be allowed to carry ceremonial daggers,religious expression should be freely decided,1
3189,Sikh school pupils should be allowed to carry ceremonial daggers,It is a fundamental part of OUR Human Rights,1
3190,Sikh school pupils should be allowed to carry ceremonial daggers,It is a fundamental right  to practice the religion you wish.,1
3191,Sikh school pupils should be allowed to carry ceremonial daggers,"Practicing your religion is a right, not a priveledge. ",1
3192,Sikh school pupils should be allowed to carry ceremonial daggers,Human rights demand that we are free to express our religion.,1
3193,Sikh school pupils should be allowed to carry ceremonial daggers,Religious expression needs to be guaranteed for all of us as part of our most fundamental rights!,1
3194,Israel's 2008-2009 military operations against Gaza were justified,Israel's military operations were disproportionate and harmed too many civilians: ,0
3195,Israel's 2008-2009 military operations against Gaza were justified,A lot of civilians are harmed during the military operations.,0
3196,Israel's 2008-2009 military operations against Gaza were justified,Civilians are hurt during the Israeli military operations. ,0
3197,Israel's 2008-2009 military operations against Gaza were justified,The military operations were legitimate as Israeli self-defense: ,1
3198,Israel's 2008-2009 military operations against Gaza were justified,Israel was just self-defending.,1
3199,Israel's 2008-2009 military operations against Gaza were justified,"The operations are self-defenses, and thus can be justified.  ",1
3200,Israel's 2008-2009 military operations against Gaza were justified,The military operations were necessary for long term peace: ,1
3201,Israel's 2008-2009 military operations against Gaza were justified,"Future-wise speaking, the military operations are promoting peace. ",1
3202,Israel's 2008-2009 military operations against Gaza were justified,The military operations ensures peace in the region in future. ,1
3203,Israel's 2008-2009 military operations against Gaza were justified,Israel's military operations harmed the chances of peace in the long term: ,0
3204,Israel's 2008-2009 military operations against Gaza were justified,Israeli military operations breaks the peace in the region. ,0
3205,Israel's 2008-2009 military operations against Gaza were justified,The operations eliminate the hope for peace in the future.,0
3206,Israel's 2008-2009 military operations against Gaza were justified,The military operations were proportionate to the threat: ,1
3207,Israel's 2008-2009 military operations against Gaza were justified,The operations are just reacting to the tremendous amount of threats. ,1
3208,Cultural property residing in museums must be returned to its place of origin,The historical significance of artefacts extends beyond their culture of origin,0
3209,Cultural property residing in museums must be returned to its place of origin,"Scholars will have better access to artefacts, and more opportunities for study and collaboration, if they are stored in the west",0
3210,Cultural property residing in museums must be returned to its place of origin,Artifacts should be kept where they are safest so that everyone has access to them. ,0
3211,Cultural property residing in museums must be returned to its place of origin,Many countries do not have the means to protect precious artifacts so they should remain in the West where they are safe. ,0
3212,Cultural property residing in museums must be returned to its place of origin,Artefacts should be made accessible to the largest possible number of visitors,0
3213,Cultural property residing in museums must be returned to its place of origin,"In many cases, returning an artefact may prove to be unreasonably expensive",0
3214,Cultural property residing in museums must be returned to its place of origin,The West should not have to spend enormous sums of money to return artifacts to their original locations.,0
3215,Cultural property residing in museums must be returned to its place of origin,Artefacts are enriched by being viewed in their place of origin,1
3216,Cultural property residing in museums must be returned to its place of origin,Artifacts are best viewed where they came from.,1
3217,Cultural property residing in museums must be returned to its place of origin,Viewing an artifact in its native area is beneficial to its perception.,1
3218,Cultural property residing in museums must be returned to its place of origin,Having artefacts in different locations encourages us to think of our common origins,0
3219,Cultural property residing in museums must be returned to its place of origin,Artefacts should be repatriated....including the people which were stolen and scattered world wide!,1
3220,Cultural property residing in museums must be returned to its place of origin,These artefacts should bring revenue to the counties of origin,1
3221,Cultural property residing in museums must be returned to its place of origin,Artefacts should be accessible to the largest amount of visitors possible ,1
3222,Hosting the Olympic Games is beneficial,The Olympics displace and burden residents of the host country and city. ,0
3223,Hosting the Olympic Games is beneficial,The Olympics place a strain on the residents of the host city and country.,0
3224,Hosting the Olympic Games is beneficial,Hosting the Olympics can be more trouble than it's worth for those who live there.,0
3225,Hosting the Olympic Games is beneficial,The Olympics increase a host country's global trade and stature.,1
3226,Hosting the Olympic Games is beneficial,"The Olympics increase valuable tourism, which can boost local economies",1
3227,Hosting the Olympic Games is beneficial,The Olympics create a sense of national pride. ,1
3228,Hosting the Olympic Games is beneficial,Benefits of hosting the olympic games.,1
3229,Hosting the Olympic Games is beneficial,It  sanctions and encourages 'Islamophobic' panics and promotes the excessive 'securitisation' of the globe,0
3230,Hosting the Olympic Games is beneficial,This would result in Islamophobic panics and knee jerk reactions across the world.,0
3231,Hosting the Olympic Games is beneficial,Islamophobic panic and excessive security would be sanctioned by this action.,0
3232,Hosting the Olympic Games is beneficial,The Olympic spirit is a universal message for peace and togetherness,1
3233,Hosting the Olympic Games is beneficial,Part of the Olympic spirit is to remind everyone that we are all human and should respect one another.,1
3234,Hosting the Olympic Games is beneficial,"The host city becomes an international hotspot for business investment, develops a new 'creative industry' and encourages new practices of cultural consumption",1
3235,Hosting the Olympic Games is beneficial,It is an honour for the host city and provides global recognition,1
3236,Hosting the Olympic Games is beneficial,Hosting the Olympic Games for the first time can be historic for a nation.,1
3237,Stop sending development aid to India,Development aid still makes a difference,0
3238,Stop sending development aid to India,A difference is made with development aid.,0
3239,Stop sending development aid to India,Too many strings,1
3240,Stop sending development aid to India,Development aid has too many strings.,1
3241,Quebec should secede from Canada,International Law Mandates Quebec be allowed Independence,1
3242,Quebec should secede from Canada,Quebec's independence is mandated by law.,1
3243,Quebec should secede from Canada,This is not the will of the people of Quebec. ,0
3244,The civil procedure rules allow for a ‘fair trial’,the CPR encourages early exchange of information,1
3245,The United States was correct in going to war against North Korea in support of their territory of South Korea.,"North Korean People’s Army invaded South Korea, an ally of America; this prompted response from American; this prompted response from American forces.",1
3246,The United States was correct in going to war against North Korea in support of their territory of South Korea.,To invade could trigger an Arms Race: the very thing everyone wants to avoid!,0
3247,The United States was correct in going to war against North Korea in support of their territory of South Korea.,"Everyone wants to avoid an Arms Race, and an invasion could trigger just that outcome. ",0
3248,The United States was correct in going to war against North Korea in support of their territory of South Korea.,"An Arms race is the one outcome everyone wants to avoid, and an invasion could lead to that. ",0
3249,Smokers should be denied access to state healthcare,Denying access to healthcare for smokers will hurt the economy,0
3250,Smokers should be denied access to state healthcare,Denying access to healthcare for smokers will lead to thousands of people being turned away and potentially dying from preventable illnesses,0
3251,Smokers should be denied access to state healthcare,"As smokers have a higher chance of harm from surgery due to complications arising from their habit, it is more efficient to prioritize non-smokers",1
3252,Smokers should be denied access to state healthcare,"Because of problems from surgery being higher due to complications from smoking, it's more efficient when prioritizing those who don't smoke.",1
3253,Smokers should be denied access to state healthcare,"Due to surgery creating more problems for smokers that arise from their smoking, it's more efficient simply prioritizing non-smokers.",1
3254,Smokers should be denied access to state healthcare,Smokers are a drain on economic resources,1
3255,Smokers should be denied access to state healthcare,The economic resources are shown to be drained by smokers.,1
3256,Smokers should be denied access to state healthcare,One drain on economic resources are smokers.,1
3257,Smokers should be denied access to state healthcare,Denying healthcare to smokers is a restriction on people's liberties,0
3258,Smokers should be denied access to state healthcare,Denying healthcare to smokers alone is victimization,0
3259,Smokers should be denied access to state healthcare,Denying healthcare to smokers is impractical,0
3260,You should join Facebook,Facebook has some dangerous consequences,0
3261,You should join Facebook,The internet can be a dangerous place and Facebook is no different.,0
3262,You should join Facebook,We must always be careful what we post on Facebook or there could be negative consequences.,0
3263,You should join Facebook,Facebook provides an information point,1
3264,You should join Facebook,There is much information to be found on Facebook.,1
3265,You should join Facebook,Facebook can give us a wealth of information.,1
3266,You should join Facebook,Facebook is good for democracy,1
3267,You should join Facebook,Facebook allows us the free sharing of ideas and information.,1
3268,You should join Facebook,Democracy would suffer if there was no Facebook.,1
3269,You should join Facebook,Facebook has a negative impact on learning,0
3270,You should join Facebook,People would learn more without a connection to Facebook.,0
3271,You should join Facebook,Facebook hurts people's ability to learn and retain new information.,0
3272,You should join Facebook,Facebook encourages socialisation,1
3273,You should join Facebook,Facebook allows people to be social together,1
3274,You should join Facebook,One of the main features of Facebook is to talk to each other.,1
3275,Deregulation and tax cuts should be embraced to lead the world out of economic crisis.,"Deregulation Fuels Corporations to Behave Unethically, Devastating Human Rights and the Environment",0
3276,Deregulation and tax cuts should be embraced to lead the world out of economic crisis.,"Corporations have only one goal, profit, human rights and environmental concerns be damned.",0
3277,Deregulation and tax cuts should be embraced to lead the world out of economic crisis.,Tax Cuts Harm Social Programs for Citizens,0
3278,Deregulation and tax cuts should be embraced to lead the world out of economic crisis.,"Cutting taxes, no bailouts, and selective deregulation to keep market forces alive and promote efficiency.",1
3279,Deregulation and tax cuts should be embraced to lead the world out of economic crisis.,Regulation is Necessary for the Stabilization of Markets and Employment,0
3280,Deregulation and tax cuts should be embraced to lead the world out of economic crisis.,Tax cuts lead to market stimulation,1
3281,Deregulation and tax cuts should be embraced to lead the world out of economic crisis.,Stimulating businesses through tax-cuts and deregulation will be engine for economic recovery.,1
3282,Deregulation and tax cuts should be embraced to lead the world out of economic crisis.,The economy will recover by stimulating business with tax cuts and deregulation,1
3283,Deregulation and tax cuts should be embraced to lead the world out of economic crisis.,Tax cuts and deregulation stimulate business and lead to a recovery of the economy,1
3284,Taking food thrown out by supermarkets should not be illegal,It will promote active waste management by stores,1
3285,Taking food thrown out by supermarkets should not be illegal,It isn't stealing to take something that has been thrown away.,1
3286,Taking food thrown out by supermarkets should not be illegal,"If something is in the trash, it is available to whoever can use it.",1
3287,Taking food thrown out by supermarkets should not be illegal,Scavengers cause problems for the shop and make the atmosphere unpleasant.,0
3288,Taking food thrown out by supermarkets should not be illegal,The supermarket could get into legal trouble.,0
3289,Taking food thrown out by supermarkets should not be illegal,Supermarkets can be held legally responsible if someone gets sick from food they have thrown out.,0
3290,Taking food thrown out by supermarkets should not be illegal,"Even though someone took food thrown out by a supermarket, they could sue the supermarket if they get sick.",0
3291,Abolish the monarchy.,The head of state should be a position that is separate and distinct from politics,0
3292,Abolish the monarchy.,Politics should not include the head of the state as in a monarchy.,0
3293,Abolish the monarchy.,There should be a separation from the head of state and politics.,0
3294,Abolish the monarchy.,There is no divine right to leadership or privilege,1
3295,Abolish the monarchy.,Leadership and privilege are not divine rights.,1
3296,Abolish the monarchy.,The Monarchy is backward and prejudiced,1
3297,Abolish the monarchy.,The Monarchy system is biased and inefficient.,1
3298,Abolish the monarchy.,Regressive and biased is how the Monarchy system is.,1
3299,Abolish the monarchy.,The Monarchy contrasts the meaning of Democracy,1
3300,Abolish the monarchy.,It is costing the tax payers money which could be better spent,1
3301,Abolish the monarchy.,Tax payers money could be spent more appropriately.,1
3302,Abolish the monarchy.,The tax payers are the ones losing out on money that could be spent properly.,1
3303,Abolish the monarchy.,tax payers money is valuable,1
3304,Abolish the monarchy.,tax payers money should be useful only to the public,1
3305,Abolish the monarchy.,Monarchy is a child's creation,1
3306,Abolish the monarchy.,Monarchy is just childish.,1
3307,Abolish the monarchy.,Monarchy is an infantile idea.,1
3308,Abolish the monarchy.,it is high time to scrap monarchy,1
3309,Abolish the monarchy.,monarchy in britain led to lots of chaos in the past,1
3310,Abolish the monarchy.,Most other countries in Europe have abandoned the monarch,1
3311,Cut aid to African states that criminalise homosexuality,"Western Money, Western Discretion",1
3312,Cut aid to African states that criminalise homosexuality,Persecution of homosexuals is morally wrong ,1
3313,Cut aid to African states that criminalise homosexuality,Aid should be cut from morally wrong African states that persecute and criminalize homosexuals ,1
3314,Cut aid to African states that criminalise homosexuality,"It is morally wrong to persecute and criminalize homosexuals, aid to these African states should be cut. ",1
3315,Cut aid to African states that criminalise homosexuality,Cutting aid could produce a change in policy direction ,1
3316,Cut aid to African states that criminalise homosexuality,"Criminalizing homosexuality in some African states is in need of a new policy direction, perhaps cutting aid to these states is the answer?",1
3317,Cut aid to African states that criminalise homosexuality,"Cutting aid to any African states that criminalize homosexuality, could make changes in their policy direction.",1
3318,Cut aid to African states that criminalise homosexuality,The reduction of aid will cause innocent people to suffer,0
3319,Ghana’s ban on smoking in public places is a model for Africa,Pack labelling or taxation a better alternative,0
3320,Ghana’s ban on smoking in public places is a model for Africa,Ban would harm the wider economy,0
3321,Ghana’s ban on smoking in public places is a model for Africa,A smoking ban in public places is harmful to the economy,0
3322,Ghana’s ban on smoking in public places is a model for Africa,Economic hardship would follow a public place smoking ban,0
3323,Ghana’s ban on smoking in public places is a model for Africa,Lower healthcare costs,1
3324,Ghana’s ban on smoking in public places is a model for Africa,Unenforceable,0
3325,Ghana’s ban on smoking in public places is a model for Africa,smoking should be banned in public places,1
3326,Ghana’s ban on smoking in public places is a model for Africa,people have the right to smoke ,0
3327,Ghana’s ban on smoking in public places is a model for Africa,You should be able to smoke in public.,0
3328,Ghana’s ban on smoking in public places is a model for Africa,"Smoking is a personal choice, and should not be restricted.",0
3329,Ghana’s ban on smoking in public places is a model for Africa,The decision to smoke is a human right.,0
3330,Ghana’s ban on smoking in public places is a model for Africa,Smoking is a human right.,0
3331,Ghana’s ban on smoking in public places is a model for Africa,"WHAT HAPPEN TO A FREE CANADA.  WE ARE GOING BACK TO THE TIME WERE SLAVES HAD NO RIGHT, NOW IT IS SMOKERS HAVE NO RIGHT",0
3332,Ghana’s ban on smoking in public places is a model for Africa,Taking away a smoker's rights to smoke in public is akin to the time of slavery!,0
3333,Ghana’s ban on smoking in public places is a model for Africa,"How can this be a free Canada, if our right to smoke in public is taken away?",0
3334,Ghana’s ban on smoking in public places is a model for Africa,"Canada is a free country, so we should be free to be able to smoke.",0
3335,Ghana’s ban on smoking in public places is a model for Africa,Being free to smoke is a basic right that someone in a free country should have.,0
3336,Ghana’s ban on smoking in public places is a model for Africa,No - it should not be banned in places people CHOOSE to go  ,0
3337,Ghana’s ban on smoking in public places is a model for Africa,A smoker should be allowed to smoke in any place that they have a choice to go to.,0
3338,Ghana’s ban on smoking in public places is a model for Africa,"If I choose to go somewhere, I should be allowed to smoke there.",0
3339,Ghana’s ban on smoking in public places is a model for Africa,"Since people are choosing whether to go to places, smoking shouldn't be banned there,",0
3340,Ghana’s ban on smoking in public places is a model for Africa,Smoking shouldn't be banned in places where people choose to be.,0
3341,Ghana’s ban on smoking in public places is a model for Africa,Banning smoking isn't necessary.,0
3342,Ghana’s ban on smoking in public places is a model for Africa,smoking don't necessarily have to be banned,0
3343,Ghana’s ban on smoking in public places is a model for Africa,It isn't necessary to ban smoking.,0
3344,Ghana’s ban on smoking in public places is a model for Africa,It's not necessary to ban smoking.,0
3345,Ghana’s ban on smoking in public places is a model for Africa,Banning smoking is not something that's necessary.,0
3346,Ghana’s ban on smoking in public places is a model for Africa,Banning smoking in public places is not right.,0
3347,Ghana’s ban on smoking in public places is a model for Africa,It is not right to ban smoking.,0
3348,Ghana’s ban on smoking in public places is a model for Africa,Banning smoking is a bad idea.,0
3349,Ghana’s ban on smoking in public places is a model for Africa,It's a bad idea to ban smoking.,0
3350,Ghana’s ban on smoking in public places is a model for Africa,Smoking shouldnt be banned,0
3351,The UK would be better off economically outside the European Union,Economic growth comes with closer integration with your neighbours,0
3352,The UK would be better off economically outside the European Union,Leaving will cause a shock to the British economy,0
3353,The UK would be better off economically outside the European Union,british economy will take a hit,0
3354,The UK would be better off economically outside the European Union,Leaving will give a shock to the British economy ,0
3355,The UK would be better off economically outside the European Union,There will be £350 million more to spend a week,1
3356,The UK would be better off economically outside the European Union,There will be millions more to spend this week,1
3357,The UK would be better off economically outside the European Union,There will be several millions more to spend this week,1
3358,The UK would be better off economically outside the European Union,Leaving may increase British unemployment,0
3359,The UK would be better off economically outside the European Union,Leaving would take back power to control the economy,1
3360,The UK would be better off economically outside the European Union,No chance of changing from the Pound to the Euro,1
3361,The UK would be better off economically outside the European Union,Students will have to pay British tuition fees,0
3362,The UK would be better off economically outside the European Union,UK will be disentangled from EU affairs,1
3363,The UK would be better off economically outside the European Union,UK will be disentangled,1
3364,The UK would be better off economically outside the European Union,UK will not be entangled,1
3365,The UK would be better off economically outside the European Union,The UK would have a completely independent foreign policy,1
3366,The UK would be better off economically outside the European Union,The UK can be independed ,1
3367,The UK would be better off economically outside the European Union,The UK can have an independet foreign policy,1
3368,Affirmative Action in South Africa does more harm than good,It has unnecessarily extended into sports which affects the success of our national teams.,1
3369,Affirmative Action in South Africa does more harm than good,It is a racist policy towards those it is trying to help,1
3370,Affirmative Action in South Africa does more harm than good,It becomes a weapon of revenge,1
3371,Affirmative Action in South Africa does more harm than good,AA does more good than harm,0
