text,label
@USER cool photo from 2012 rnc! idiots! #trump2020 🇺🇸🙏 HTTP,1
"@USER @USER hey @USER senators, how many of you that violated their oaths think that you will get re-elected? #votethemout2020 #votebluetosaveamerica",0
"@USER trump, over many years, has practiced and perfected the art of lying, and the art of the con. that's how he has ""succeeded"" for so long and artfully bullshits naïve people into liking and following him. it can be truthfully said that donald trump is the consummate confidence man.",0
"here is hw to get our country back on track

#impeachbarrnow 
#impeachandremovetrump
#flipthesenateblue 
see where i am going here?

the greatest threat to americans survival are trump and republicans.

#resist 
#votebluetosaveamerica",0
"#maga #kag: submitted for your approval...
watch ""#trump's un-#fitness for office per his sister #maryannetrumpbarry and his #dhs appointee #milestaylor"" on youtube HTTP",0
"@USER @USER no, electoral college gave us a monster. trump lost by nearly 3 million votes. trying to vote shame ppl will do the exact opposite of what you set out to do. you will turn ppl off of biden with your shit attitude. i’m thoroughly disappointed with our choices, but #nevertrump",0
@USER #trump2020 #debate2020 #maga2020 @USER  @USER - why do you always have to resort to name-calling when you get backed into a corner?! #unprofessionalpresidentialdebate,0
"@USER this us all your doing, mr. mcgoofy. hatred. division. racism. all you. but we'll take care of that nov. 3. 
#votebidenharris2020 
#voteblue up and down the ticket. then put you and your criminal gop followers in jail.",0
@USER @USER @USER needs to be susan rice.#biden2020 #biden2020landslide #bidenrice #bidencoalition #trumpisacompletefailure,0
"@USER well you know if she's unsure "" then your not black"" isn't that the way @USER  put it. #trump2020  once again the party of compassion and tolerance shows to be full of shit so yup i think you do think you have it right",1
"(part2) #1 major threats to our black american
#trump2020 #knowledgemakesamanunfittobeaslave #thetruthisnothardtofindwantingtofinditis #stopthedivisiveness #weallbleedthesamecolor #beanamericannotacolor #onenationundergod #ikneelonlybeforegod #fundthepolice #stopthekilling HTTP",1
@USER @USER @USER  my gofound me keeps getting  shadow band for support and assistance from covid-19 if you can see this can you please try and share thank you god bless america and #trump2020,1
"@USER that is but a few months away, i think..

#votebluetosaveamerica",0
"@USER i would expect the same out of antifa. 

comms that show organization of corruption.  

the doj has said as much. 

they are prosecuting many of the members of these groups. 

i don't believe trump supports anyone wanting to commit crimes, as he supports law &amp; order.",1
@USER never give into the left mob aka dems demands.. stay the course #americafirst not incompetent run cities or states so they can continue with their incompetence ... #trump2020 #bestpresidentever,1
"dear president trump,
***  nobody likes you! ***
#imvotingforjoe #vote #voteblue  #votebidenharris2020 #votebluetosaveamerica #bidenharris2020 #bidenharris HTTP",0
"@USER @USER just like your boy trump, you should sue your hair stylist",0
trump cannot condemn white supremacists. he could not. and wallace missed the perfect opportunity to call that shit out. #presidentialdebate2020  put him on the spot &amp; bailed when t yammered,0
@USER all the very best joe biden! may the force be with you 🖖🏻🖖🏽🖖🏽🖖🏾🖖🖖🏼🖖🏿,0
"the mere fact that the dems have let the violence continue in areas like portland, cast out the national guard, then have the audacity to blame it on trump, is the most illogical point-of-blame yet. leftists are complete fools.
#trump2020 
#demsaredestroyingamerica",1
"@USER ppl like this should be treated as enemy combatants &amp; dealt with accordingly. 
#maga 
#endracisim",1
true statement by ivanka : “donald trump has changed washington “ do any biden supporters think that joe biden will change washington?? #rnc2020,1
@USER this is the best #trump2020 ad i’ve seen.,1
not one mask at this #cocaineconvention #rnc2020,0
"@USER @USER this is awesome! i feel like i'm right outside the event, not 2 time zones and 1 country away.  lol

#sloan4pm  canada
#trump2020 usa",1
"@USER @USER @USER ideas. good ideas. period.
i'll vote for biden, but he doesn't have an original thought in his head. 
sigh.

#votebluetosaveamerica",0
literally everything trump has said about mail-in voting is false #presidentialdebate2020,0
"@USER #loseeverythingwithtrump is why everyone who loves this country, who’s tired of lies, chaos, deceit, criminality, meanness, division &amp; destruction of our planet must #votebidenharris2020 #votebluetosaveamerica",0
@USER @USER ✅ followed as well! fb #trump2020 #protect2a,1
@USER got ya!  #trump2020,1
"trump said biden had ""roped himself"" into picking a woman as his running mate and suggested ""some people"" would say men might be insulted

omg 😳

trump is a misogynist 

#biden2020
#freshtweets  HTTP",0
"take that, fathead! (you know who i mean) #voteblue2020 @ united states of america HTTP",0
@USER @USER and who wrote the tax laws that allow the tax deductions trump uses to reduce his tax bill.  biden was a member of congress or vice president when most of these laws were passed.  i don't know anyone who is willing to pay more federal tax than they legally owe.,0
or institutions that hold him in check -- and setting the us up for a disaster when those institutions are needed more than ever.” from cnn article. #votebluetosaveamerica,0
#liveleak four more years #trump2020 HTTP,1
"could not say it any better myself!! take heed america!!! #trump2020 #votered2020 war is hell, and i sure don't want to see a full blown war in our own country...in some ways it's already here...but it must not be allowed to get worse!! HTTP",1
"@USER you could follow me instead!
i spoke to you in wasilla, alaska, years ago and got your autograph-what a moment!
#bidenharris
#votebluetosaveamerica2020
#dumptrump",0
@USER @USER a demon? you guys are all nuts.  thank god biden is ahead in key stars. #votebluetosaveamerica,0
@USER @USER @USER #trump2020 to keep putting #americafirst! 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,1
"@USER @USER both mayor jenny &amp; ted wheeler are phenomenal idiots.
#trump2020",1
"@USER @USER @USER @USER my bro in law is a gay dude( nice guy!), but still thinks the left holds the key to finding love. told him to follow richard grenall, scott pressler. any others? he put down ""power bottom"" on his scruff account and i said no love for you, just 1 nighters... 

your welcome #maga!",1
#trumpkills democrats attacks on freedom! #rnc2020,1
"#democrats want the #boston bomber, radical serial rapists, etc to vote from prison...  

good luck, #democratstheenemywithin

#trump
#trump2020
#kag
#kag2020
#maga
#maga2020
#kag2020landslidevictory 
#democratsarecorrupt 
#democraticdebate 
#thefive 
@USER",1
“i can relate to so many of you who might be looking for a job” - tiffany trump...yeah right! #rnc2020 #nepotism #rnchaos,0
@USER could not agree more joe! #trump2020,1
"@USER thanks for the follow!

#trump2020 🇺🇸",1
"if you are destroying america, you should have no vote in the election.🇺🇸
•
•
•
#maga2020 #maga #trump2020landslide #trump #trump2020 #wwg1wgaworldwide #wwg1wwga #republicans #blmthugs #blmisantiamericanmovement #blmdomesticterrorists #blmmarxists #sleepyjoe #hidinbiden",1
"@USER @USER #billbarrresignnow!!! or you will go to prison for life!! i hope!!!

#register2vote and #voteblue2020 to end the joker @ doj!!! &amp; resurrect #truth and #facts &amp; #democracy #again in the usa!!!",0
@USER unlike the trump administration who make more wrong decisions in a week than states make in 4 yrs. #dumptrump,0
"@USER hey fellow tarheel, you approved your protection scheme for me several weeks ago, but you haven't followed me back! thanks #maga",1
"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER fantastic resisters!
for our kids, grandkids and beyond:

when our generation has passed,
i pray future ones see we amassed
blue waves of resistance
that we rode with persistence, 
to make sure trump's 1st term was his last!

#trumpisanationaldisgrace 
#votebluetosaveamerica",0
"mockingbird doing everything it can to make @USER look bad for backing out of a planned assassination by black hats at the paris cemetery. 

#mockingbird #qanon #paris #trumphatesvets #sheepnomore #hitjob",0
@USER @USER i fall in that range and love our president #maga,1
hopefully biden has the balls to stand up to china. #joebiden @USER @USER,0
"@USER @USER @USER if you don’t #votebluetosaveamerica , you can say goodbye to:
👉  medicare 
👉  medicaid 
👉  social security benefits 
👉  rbg’s scotus seat
👉  womens reproductive rights
👉  immigration rights HTTP",0
@USER @USER so we can go riot and set things on fire and be in some cases shoulder to shoulder to each other but we can’t go to a voting booth to vote where you are more than 6ft apart from someone else. makes absolutely no sense to me. #trump2020,1
"@USER @USER @USER @USER where did he say that? you're strawmanning af.
#votebluetosaveamerica #voteblue #votebluenomatterwho",0
@USER @USER sad when a guy like this sticks his head up with no idea about what the american people endured under obama biden era . always remember if obama and biden did a good job nobody would have elected president trump.,0
@USER @USER trump signs &amp; flags everywhere.  it’s a beautiful thing #maga 🇺🇸❤️,1
"@USER pete.....go away!
#trump2020",1
it scares me how many people support trump.,0
"i’m not even joking when i say biden should go home. he’s clearly lost some of his mental faculties. it’s really sad. at this point his staff putting him out there is cruel. #demdebate #biden 

HTTP",1
"do you think the spray tan booth was right next to the coke table? 
#rncconvention2020 #cocainedon #cocaineconvention #rnc2020",0
so glad that shit show is over. fact checkers are busy tonight with all those lies. how pathetic! #rnc2020,0
why was there no mention in #demdebate #democraticdebate earlier this year of #covid19 #coronavirusupdate ? #presidenttrump had already issued #travelban and was being shamed for doing so. who was on top of things first? #factsmatter #kag2020 #kag2020landslidevictory HTTP,1
"#trump doesn't get to 270 without winning #florida, #arizona &amp; #northcarolina

even then, he has 260 without #wisconsin, #pennsylvania or #michigan

where to get the other 10?
#virginia (13), #minnesota (10), #nevada (6) + #newhamsphire (4)

#longshots
#2020election
#election2020",0
"@USER cry more, baby. #presidentialdebate #trumplost",0
"@USER quite ironic potus to honor ny’s first responders who lost their lives on 9/11. you don’t like servicemen who die in battle, the people you call suckers and losers. what was in it for them to try to save other people’s lives? this is just another photo op. #september11  #voteblue",0
white supremacist viciously punches woman in hateful rant HTTP,1
the #democrats know they are going to lose and will try to steal the #2020election. we cannot allow that to happen. #voterfraud #maga2020landslidevictory @USER @USER,1
"i went to business school and i dont recall a ""forest managment class"" probably missed that day
#presidentialdebate2020 
#presidentialdebate 
#trump 
#biden
#debates2020 
#trumppleaseshutupsir",0
"@USER @USER donald trump's lessons for repulicans:
no consequences for lying.
no consequences for hate.
no consequences for immorality.
no consequences for crimes.
no consequences for collusion. 
no consequences for impeachment.
no consequences for incompetence.
sad. #votebluenomatterwho",0
"@USER  the video joe biden don't want you to see

#maga2020 #trump2020 

HTTP",1
"all of my family events will be called protests so we can gather. i’m 100% italian descent, so they sound like protests anyway. 😝we should all say we are protesting in anything we do, to get back to normal. #maga #trump2020 @USER @USER @USER @USER",1
🌜niteynight🌛 resister sisters and brothers👍🙏❤️❣️ joke of the night for all resisters ❣️#resist🔥#votebluenomatterwho #theresistance #retweet❤️🇺🇸 HTTP,0
chris wallace lost the debate and any credibility he had left. whether you are for trump or biden we can agree that his moderating was shocking. #debates2020 #trump #biden #election2020,0
"“if you were really a christian you would vote for trump!” 

oh honey, it’s because i’m a christian i can’t vote for trump. #votebluetosaveamerica #votebluetoendthisnightmare #ridenwithbiden2020 #joebiden2020",0
@USER all but nicholas sandman was so great! the maga hat was a great ending #maga,1
@USER tate reeves also revised gun safety measures during an airborne viral pandemic @USER #trumpliesamericansdie #covid19 #covid19 #pandemic #airborneday #trumpvirus #trumpkillsus #trumpkillsseniors #trumptrain #death #evil_prevails #darwinawards #dumbpeopletown HTTP,0
@USER lol. don't use the word smart to me! trust me it's not a word i associate with trump.,0
"@USER i love me some you! you sexy ass, gun totin' patriot #qanon @USER trump supporter!",1
"@USER just another democrat living out of his trailer! nothing to see here.  
a bot to boot!
#deepstateexposed 
#draintheswamp 
#obamagate 
#maga2020 
#maga2020landslide 
#trump 
#maga 
#kag
#buildthewall
#law
#alllivesmatter
#qanon",1
#trump2020 make america hate again,0
"@USER @USER @USER @USER @USER @USER @USER @USER @USER #ditchmitch2020 
#voteoutthegrimreaper 
#moscowmitchtraitor 

send a #bluewave through the halls of congress

#votebluetosavedemocracy 

#votebluetosaveamerica 

🔵🌊🔵🌊🔵😂🔵🌊🔵🌊🔵",0
"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER .
i’m up, my dear sweet friend🤣😂🤣

check this out👀⤵️⤵️
i f-ing love this shirt!
i don’t think i’m allowed to wear it but anyone who is “allowed,” i would love to be your friend👍🏼

#blacklivesmaga✊🏾
🚂#trump2020🇺🇸 HTTP",1
"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER the desperation is palpable! you couldn't make it up (but of course trump does).

bwahaha",0
"@USER you're talking about bill de blasio right?

the worst mayor in history of our country and probably the  world! 

#maga2020 
#trump2020",1
@USER what dead person are you going to honor today? #voteblue2020,0
"the state of the democratic party, 4 years after losing to donald trump. 

#demconvention HTTP",1
"@USER what’s on your trump apocalypse bingo card for tonight’s #debates2020?

for sure, it won’t be trump divulging his taxes or who he owes money to. what else? 

#bidenharrislandslide2020 #trumptaxreturns #trumptaxes #trumpisbroke #trumptiktok #mikewallace HTTP",0
biggest takeaway from the debate is that he will not leave office after he loses and has called on his fascist militia to “stand by”. you can either prepare for what will happen or you can ignore it. your call america #2020debate #debate2020 #debates  #trump2020 #bidenharris2020,0
"what sports will be ignoring this season?
#gowokegobroke 
#trump2020",1
@USER you know how many thousands of people die a year from fast food to cigarettes or over-prescribed medication?   no one needs your fear spreading nonsense. #maga #maga2020 #trump2020,1
"@USER ok that’s your opinion.
 we stand with chicago and #portlandprotest #fucktrump",0
"@USER @USER @USER @USER @USER 1,250+ votes &amp; 75% say it was ok! what does that tell you. people are pissed, the #senatetrial was a sham &amp; the #republicans are criminals. nancy's our leader. she made a stand &amp; #we are gonna fight w/every ounce of our being to eradicate the #gop in the #2020elections. #pelosi",0
"new york? where you at?
trump says he doesn't think you'll ever come back. 
#debates2020 
#presidentialdebate2020 
#newyorkcity",0
"@USER @USER @USER why you all trying to complicate this???? 

#votebluetoendthisnightmare 
#votebluetosaveamerica HTTP",0
"after watching donnie trump’s tantrum last night, i am so thankful that my president is the most honorable carles puigdemont!!!
🐾🐾🐾",0
@USER proud boys president is black and they dont condone racial supremacy also trump has condemned white supremacy in the past,0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER there is quite a few more followers. isn’t it wonderful more #truepatriots to vote democratic! #democrats #votebluenomatterwho2020 #votebluetosaveamerica #votebluetoendthisnightmare HTTP,0
trumps 3rd wife getting ready for her speech. #democraticnationalconvention #michelleobama HTTP,0
"@USER had you known would you have cared/watched? for me personally i don't give a rat's patooti with anything that any of the dems have to say. they are all bullshit artists and that's not for me. 

#trump2020 !
#lawandorder
🙏🇺🇸  ❤🇺🇸",1
"@USER @USER yes they have.
when the crooked, democrat politicians in these run down cities do nothing to stop it, they approve of it.
wake up america !
#maga",1
the #postalservice scandal doesn't belong only to #donaldtrump . #mitchmcconnell played a big role! rt HTTP,0
"the seven faces of donald trump –  a psychologist’s view HTTP

an old article but helpful in reading trump’s hateful face.",0
"@USER @USER @USER @USER this needs to get around, in my opinion. #trump2020 #latinosfortrump HTTP",1
@USER @USER so take off your china &amp; islamic masks &amp; librate yourselves the american way. 🇺🇸🇮🇱🙏 #trump2020,1
"steven rogers @USER unleashes live right now about @USER on the cbj military hero show 

watch the military show now ⏬
HTTP

@USER @USER @USER @USER @USER

#military #conservative #trump2020 #maga HTTP",1
"(gsn) former new york mayor and ex presidential candidate mike bloomberg is financing liberal activists in a campaign to attract black voters in florida, an important battleground state in democratic nominee joe biden’s quest to defeat president trump. HTTP",0
@USER @USER @USER still better than voting for a pedophile. i voted for a man who gave us the best economy in us history and a man who is draining the swamp. you can call him what you want. i call him a great president! #trump2020 #draintheswamp,1
did trump just try to call biden out for kissing people... when he literally said he grabs women by the p..... #rnc2020 #hyprocrite,0
@USER @USER @USER whew good thing he’s not running for president. but while we’re swapping stories of people not running let’s do the super smart trump boys who’ve never worked an honest day in their life and their fraudulent charities &amp; juniors coke abuse. and ivanka’s consultation charges. 😂,0
"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER yup! .....
but no major riots from #antifablmdomesticterrorists
james james craig working smart!  #trump2020 #lawandorder HTTP",1
"@USER @USER @USER lying again !! you're the king of liars ted .a.o.c.tried to out lie you but you are still king ..they're not ""peaceful protest "" they are rioters . burning , destroying,  and killing !! stop lying about it!! #maga",1
.@USER first to go after trump for drastic cuts to global health during the threat of a coronavirus pandemic. #demdebate HTTP,0
"@USER that’s sad. i’m a staunch trump hater, but i have american flags on my front door because i believe that removing him makes us a better nation. i still believe in the us despite trump. #biden2020",0
"@USER not at @USER’s @USER they don’t!
#maga",1
"#arizona becomes epicenter for fight over #trump's #borderwall construction HTTP

@USER
 is no help to arizona wall disaster to #nativeamerican lands and special public lands.
#dumpmartha 

#votebluetosaveamerica",0
@USER we’ll walk through hell fire to vote you out! #biden2020,0
#rnc2020 psssttt yes it's the gop that has become the younger vibrant more diverse party. the no new war party! yes donald trump has canceled the neocons and neo-libs all at the same time! bravo mr. president,1
@USER #trump2020 !  next steps...  order the trump no more bullshit flag.,1
"@USER @USER absolutely. the #complicitgop needs to pay a heavy price for allowing this to happen to america.
unless americans #voteblue and cause the #gop to lose the #senate @USER @USER and the rest will feel that supporting trump was worth it.

they have to feel this.",0
@USER trump is going to be your albatross!,0
"...

our winning ticket!
#joeandkamala!

@USER 
@USER 
#bidenharris2020 

#demconvention 
#democraticconvention HTTP",0
"@USER @USER gun owning democrat here, false.  hey #maga folks, especially the christians..... remember this commandment?   9- thou shalt not bear false witness against thy neighbor.... do any of you know what this means?",0
"@USER how about this for a campaign ad?  hey, you may not think trump is the greatest guy but you damn well better vote for him because biden is so mind screwed he will destroy earth and our entire solar system and probably the rest of the milky way galaxy...
#maga",1
"@USER @USER 🙂🙂🙂🤣🤣🤣🤣🤣😭😭😭😭😭😭
😭😭😭🤪😆🤣🤣🤣🤣🤣🤣😭😭🤦‍♀️

oh, mikey!!!!

☺😆🤣😂🤣😂😭😭😭😭😭😹😹😹
🤪🤪🤪😂🤣😆🤣☺😭😭😭☺☺🤣

#trump2020
🇺🇸🇺🇸🇺🇸",1
it may be a pipe dream but i’d like nothing more then to see the con man @USER and his grifting spawn locked away for a very long time.  what are the odds? #votebluetosaveamerica,0
seattle mayor asks state supreme court to overturn decision allowing recall effort to move forward HTTP,1
#trump doesn’t protect the constitution. he doesn’t protect our soldiers. he doesn’t protect #americans from illness. he doesn’t protect the sanctity of our elections. #notmypresident #votetrumpout2020 #americans #america #votebluetosaveamerica,0
"@USER @USER @USER @USER the gop isn’t rioting and looting and destroying public and private property. liberals are.. those are biden’s people, your people.. trump has denounced this lawless behavior from its beginning...",1
"@USER ukrainian indictments.

biden: 1

trump: 0",1
"block walk fun, even on a sunday. thank you ladies for knocking doors for @USER today.  #womenfortrump #leadright #keeptexasred #kag #keepamericagreat #proudtobeanamerican HTTP",1
this @USER vs @USER stunt is ridiculous! i am so embarrassed for #elizabethwarren. i expected more from her. #bluewave2020 #bluenomatterwho #dumptrump #demdebate,0
"#maga @USER we really shouldn't be surprised about the amount of disdain trump holds for our military, after all in 2017 he said this to generals then in his cabinet.

“i wouldn’t go to war with you people, you’re a bunch of dopes &amp; babies.”

@USER @USER",0
"@USER @USER quick question...are we going with #maga again this year?

i was thinking using #maga again would be a sign of failure for an incumbent...like what has he done the past 4 yrs if he's using the same #maga slogan again.

let us know.

thanks.",1
@USER i am with you.  that's just insane.  #voteredfordeath.  #votebluetosaveamerica,0
"@USER not me.  tired of biden hiding cause our governor is keeping us locked down to protect him.  regardless of the bantering, trump spoke a lot of truth that biden had no answers for.",0
"@USER in the trumpists' dreams, they are patriots. meanwhile, 177,000 americans are dead. #maga",0
"@USER that wasn't a debate. it was joe &amp; chris trying to play chess with a pigeon!

trump's not going to improve with age, so i don't know about joe, but i'd tell trump to go &amp; debate all of his ass clowns!

this election's already decided, &amp; we're just waiting for the official votes!",0
"@USER his wealthy friends? how many homes have you bought over the past 50 years on our dime? nothing to see here, right joe? 
#trump2020 #trumplandslide2020 #democratshateamerica #liberalhypocrisy",1
"@USER @USER @USER exactly.  a vote for @USER is a vote for trump.

#votebluenomatterwho
#votebluetosaveamerica HTTP",0
"@USER @USER trump and the republicans are going to defund your social security and medicare. #voteblue trump, the republicans and their supporters love  watching americans suffer. the gop already let 193k americans die. that’s unforgivable. vote for joe biden. let’s end this nightmare.",0
"@USER 🤡 yelling doesn’t change anything, facts are facts, not that you have any understanding of anything regarding the truth. #votebidenharris2020 #votebluetosaveamerica #lincolnvoter #prosecutetrump",0
"sarah huckabee telling sunny huston that joe biden has done nothing for the ethnic community is a perfect example of racist privilege.

instead of asking sunny her opinion is like mansplaning to a woman how she should feel about her period.

#votebluetosaveamerica #dumptrump",0
"so if #covid19 tests are done with a wrong settings, instead of having small manageable numbers, we have created pandemic where there isnt really one. 
realistic numbers seems to be 70-90% too high in some cases. 

but we shut the country down. 
#trump2020 HTTP",1
@USER republicans don't care. i was a single mom in the 1980's and lived under the poverty level during reagan's trickle down economy. i will fight tooth and nail so that no one suffers this kind of policy again. #joebiden,0
@USER what do you think of the debate?? #trump2020 #debates2020,0
"@USER @USER @USER @USER bb,  please be strong against the regime of mollaha

trump2020 
snapback 
trigger mechanis
miga
mohamad hoseini
restartleader
⁦ #restartleader⁩
⁦ #miga⁩
⁦ @USER⁩ 
⁦ @USER⁩ 
⁦ @USER⁩
#maga
#cyrus_i 
#restart_opposition",1
"@USER @USER lol, the silent majority is silent no more #trump2020",1
@USER #democrats have to get what americans need or no deal and let these #gop con men pay for it at the polls in november! they were running to give their rich donors billions and now want to give out of work and struggling workers pennies! #unemploymentextension #heroesact,0
retweet this if you for #trump2020 and also agree with all our boys is standing up for! #vfl #antiracism HTTP,1
"@USER all of big tech can piss off.
#trump #trump2020 #maga #maga2020 #trumpwinseverytime HTTP",1
"most people will ignore the well researched thread i made. idc tho. at least i have facts and know trump condemns and denounces all forms of violence, white nationalism, and rewriting history.",1
"@USER someone wrote this tweet for you.

#biden2020 #bidenharris2020 #jillbidenforflotus #trumpthreatensamerica #trumpkillsusps",0
"so....
this is #trump tactic.... interrupt, and repeat nonsensical lies.
gosh he is repulsive as it gets
if i was #biden i'll stay quiet and let him choke in his shit
#debates2020",0
@USER @USER @USER cindy you are supporting violence and destruction. you are irresponsible. biden can’t run a country and you know it. all decent citizens stand with trump.,0
yes @USER preach !!!! america is listing!!!!!#trump2020🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸♥️♥️♥️♥️♥️,1
@USER i will vote #trump2020 🦅🇺🇸,1
"""worst president america ever had.""
preach it #joebiden i love you.
i feel badly that you have to be up there with that crazy fool @USER",0
"@USER @USER @USER my pleasure. there is so much disinformation on here from #qanons #maga #gop schills who post stuff like @USER did without even attempting to back it up with facts, research, or statistics.",0
"@USER how many were plants alot ! guess you missed police brutality an cops looting too!  your just a fake blonde talking head at a fake “news” station inciting violence and helping the fascist pig in thewh
 #blm
#votebymail 
#votebluetosaveamerica",0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER thanks for the tribute list. some folks newly followed!  #strongertogether #resistersunite #bluewave2020 #votebluetosaveamerica,0
"@USER 

come ny harlem, long island...reassure us  somebody got our back..announce  moving government agencies to the neighborhood creating jobs stop gentrification...li to mixed neighborhoods protect our dreams..we worked hard to achieve
#kag",1
@USER trump battered that scary boogie man biden last night he couldn’t even string a sentence. he supports the terrorists blm and antifa so he ain’t getting in hopefully law and order needs to be reinstated in america. the left turning it into ghettos. on taxes i doubt it dolly lol,1
"@USER same way trump paid so little in taxes,

he played and took advantage of the corrupt system put in place by those before him",0
so did chris wallace or @USER win the debate?? where was biden? 😂 #trump2020,0
@USER i am so happy we are nearing the end of the #4daysofbullshit #rncbullshit #rncconvention2020 #rnc2020convention #rnchaos #rnccocaineconvention #rnc2020 #4daysofrncbullshit #4daysofrncbs,0
"here we go...!!  massive delays hit postal service under trump's postmaster-general #votebluetosaveamerica
#votebymail #votersuppression  HTTP",0
@USER we all need to #votebluetosaveamerica.,0
